metric,mean__chm,mean__veg_height_mean,mean__veg_height_median,mean__crr,mean__veg_height_q10,mean__veg_height_q20,mean__veg_height_q30,mean__veg_height_q40,mean__veg_height_q50,mean__veg_height_q60,mean__veg_height_q70,mean__veg_height_q80,mean__veg_height_q90,mean__veg_height_sd,mean__veg_height_cv,mean__veg_height_skew,mean__veg_height_kurt,mean__veg_height_gini,mean__canopy_cover_gt1m,mean__canopy_cover_gt1m_w,mean__fhd,mean__fhd_w,mean__vci,mean__vci_w,mean__shann_capture,mean__shann_capture_w,mean__norm_shann_capture,mean__norm_shann_capture_w,max__chm,sd__chm,sd__veg_height_mean,sd__veg_height_median,sd__crr,sd__veg_height_q10,sd__veg_height_q20,sd__veg_height_q30,sd__veg_height_q40,sd__veg_height_q50,sd__veg_height_q60,sd__veg_height_q70,sd__veg_height_q80,sd__veg_height_q90,sd__veg_height_sd,sd__veg_height_cv,sd__veg_height_skew,sd__veg_height_kurt,sd__veg_height_gini,sd__canopy_cover_gt1m,sd__canopy_cover_gt1m_w,sd__fhd,sd__fhd_w,sd__vci,sd__vci_w,sd__shann_capture,sd__shann_capture_w,sd__norm_shann_capture,sd__norm_shann_capture_w,cv__chm,cv__veg_height_mean,cv__veg_height_median,cv__veg_height_q10,cv__veg_height_q20,cv__veg_height_q30,cv__veg_height_q40,cv__veg_height_q50,cv__veg_height_q60,cv__veg_height_q70,cv__veg_height_q80,cv__veg_height_q90,cv__veg_height_sd
sd__fhd_w,0.18025791466051144,0.11569838334747914,0.11091290580159947,-0.2614530103769011,-0.051908964402808545,0.02666981762059538,0.08038338536764972,0.10382821662769261,0.11091290580159947,0.11537102692676744,0.1262687466106133,0.14169776410795887,0.15904633811234445,0.22947906975173746,0.4368371000457969,0.17798868827223985,0.2119010851978968,0.36413510299959934,-0.3929595303992812,-0.4196701501131266,-0.18660392904931672,-0.19583433416911566,-0.5639277440830326,-0.5678836820867136,-0.22958577632709237,-0.2546731773790893,-0.6269294008626466,-0.6360890760831666,0.3337150824069251,0.5224392241257712,0.46791803612298355,0.4154207642051683,0.7116757421079118,0.3190731616959561,0.3985640452530781,0.41721184098511865,0.41259382032671515,0.4154207642051683,0.429903188196826,0.45120051940209516,0.47331499273140587,0.49463449764806944,0.47293028451078384,0.7608716859429329,0.5622710771181355,0.4247524861521449,0.7583096405885933,0.6408491344875129,0.6298175473576617,0.9941593599728131,1.0,0.6663099426441258,0.6415719820086924,0.9625706447286351,0.943750930744607,0.6243576922348253,0.5958697136146478,0.5913177106158505,0.6184835986527243,0.5621951647231214,0.5559638916826576,0.5826465868157197,0.5768062217818738,0.5643261814403739,0.5621951647231214,0.5687116041133595,0.5762312111431439,0.5840889924168225,0.587173759401305,0.5589228558538748
sd__vci,-0.4857572260314654,-0.5049687158698005,-0.4915903539767266,-0.33625830788472466,-0.4663034021995207,-0.46209486938732747,-0.4628461795699042,-0.4754553072079769,-0.4915903539767266,-0.503151962437299,-0.5058676920174091,-0.5025472827353623,-0.4955754632115183,-0.4129569118808355,0.277299853801725,0.3225867423089167,0.01951926407143337,0.2744843061213141,-0.8167377494477936,-0.8155105536832241,-0.7226858433085593,-0.7247034500199222,-0.5010352768531292,-0.5009803152090904,-0.7553818094658994,-0.7627660739008102,-0.5547215238594856,-0.5773657894811138,-0.40411520463972955,-0.14401192548952807,-0.22702667527594222,-0.26364177281148077,0.4619821714523635,-0.294102594001006,-0.2450783323526634,-0.2473541507010757,-0.2619016293168874,-0.26364177281148077,-0.2508242303423099,-0.22947379255783787,-0.20481231170254338,-0.17928835848971877,-0.20871065818932708,0.49188333472283263,0.06806407851456393,-0.07285213805311343,0.5308416778600774,0.8976181201392959,0.879916281643452,0.6767226885002527,0.6663099426441258,1.0,0.9956791778739613,0.7048988952616381,0.6927262036362608,0.9836186360265833,0.9722124668444213,0.5404024102837712,0.5155231702844801,0.390045516585439,0.32041976337622025,0.35117642540630656,0.358166843453792,0.36728561055388464,0.390045516585439,0.42034883595005607,0.4488404410525118,0.47696857862535474,0.5003237669946075,0.4129453182654073
sd__vci_w,-0.5162083957512714,-0.5368415699794034,-0.524855810360458,-0.3430728281848846,-0.4879923688576103,-0.4911742926354609,-0.495920784200875,-0.509444618210821,-0.524855810360458,-0.535237464044023,-0.5370178236730191,-0.5331930007232039,-0.526103175000961,-0.4430412457870495,0.26055370667708355,0.3424409154550962,-0.019599735503658306,0.26508092816217393,-0.8095904948441784,-0.8083065329858584,-0.7380575578391672,-0.738625590826815,-0.4890864422281377,-0.4873650737918074,-0.7690370845728406,-0.7755513074976209,-0.5415266583854095,-0.5648794291829038,-0.4250534668864589,-0.15797080389979287,-0.24587058423325078,-0.28407882934133316,0.4486225351296416,-0.3230983715023634,-0.27268499107989613,-0.2725545384064671,-0.284598411172848,-0.28407882934133316,-0.26949383230287033,-0.24690300153046277,-0.22120160270912193,-0.1944996558189853,-0.23067379302133015,0.4614731256542069,0.03614505666103655,-0.11960579689689407,0.5049258261852644,0.89167733451226,0.8761808535600728,0.6432330248005905,0.6415719820086924,0.9956791778739613,1.0,0.671565883003092,0.661761921361077,0.9793336067783425,0.9708397778134695,0.5366745616466706,0.5056912254255705,0.37574627453358495,0.29045981380520836,0.3284321904816735,0.3390953613659404,0.3507167999674024,0.37574627453358495,0.40790089625108933,0.43811589180780564,0.4680847202197965,0.4935968679949049,0.4007948890266421
sd__shann_capture,0.14323841063068737,0.12118339806157684,0.1265720284231524,-0.1145726211776316,0.02465553317836869,0.09766374026208315,0.1352095411196477,0.13869047983894947,0.1265720284231524,0.11474223833562154,0.11290365949760593,0.11891042900747366,0.1290538564115916,0.16364342609550678,0.2996018374082905,0.01578086206014971,0.3280523090188975,0.22295606299571916,-0.40246106384313984,-0.4227126380378546,-0.18183821513222906,-0.19213659342020384,-0.47544123110210984,-0.4826219851227496,-0.22119127506664,-0.2432152980968561,-0.5341726224598156,-0.5450065405970211,0.23264047672826052,0.39632961595175953,0.37564164988596277,0.31570539349652477,0.6461801649004711,0.33539679400694006,0.3730570136384542,0.358119975983262,0.32959958966398445,0.31570539349652477,0.31951014715070997,0.3341592809427394,0.3523254477439134,0.3704179272438562,0.3523042872283324,0.6919825332996351,0.5153320596955457,0.4270675581164054,0.7110693330655119,0.6714823580741112,0.6670931771927314,0.9716988020977305,0.9625706447286351,0.7048988952616381,0.671565883003092,1.0,0.9950875565263247,0.7059816905938671,0.6873165528633318,0.47789658837271914,0.4958854732206424,0.4157713308165634,0.4495232367165037,0.45435358371983847,0.4357636796260521,0.4174871949222306,0.4157713308165634,0.427188607733543,0.44084939331303674,0.45499494186471756,0.46408164507022587,0.45117008864412245
sd__shann_capture_w,0.14275174066314625,0.13205552268164306,0.139538680674622,-0.06204380211280157,0.0537458521576653,0.12376638020034411,0.1564045998756448,0.15542354525923832,0.139538680674622,0.12440823026757843,0.11958418908053853,0.12303661131107957,0.13098038068072881,0.15327876379716257,0.24528367186412148,-0.036982577859736396,0.32799034181135917,0.17245991623345505,-0.36663204001926636,-0.3860142566831073,-0.1461662930407815,-0.15614458939448347,-0.4120804151227657,-0.4197282473156797,-0.1872529934834091,-0.20828586030620133,-0.4746148889622574,-0.4861195656705032,0.21026702769003996,0.3627177413190709,0.35675090726143327,0.29497151683794787,0.6184457093023197,0.34794933498435165,0.3721114749268519,0.347926627837905,0.31345686782512794,0.29497151683794787,0.2951805954284798,0.3068355439816478,0.3227449915649759,0.33881654308581666,0.31775329131721664,0.6456333217445185,0.4865090585627166,0.4010964264753171,0.6784213760635646,0.6559948757049292,0.6579427780306675,0.950908963673715,0.943750930744607,0.6927262036362608,0.661761921361077,0.9950875565263247,1.0,0.7052611340641697,0.6941077525062832,0.4154651849845832,0.4319886216681145,0.34599223252256833,0.39145872269542903,0.3918703174939942,0.3697348454260954,0.3488690954600024,0.34599223252256833,0.35763891593784486,0.37234191046326354,0.3880176476319425,0.3987699894484522,0.388669029587683
sd__norm_shann_capture,-0.4829657394192853,-0.4748793918084257,-0.45723507454584844,-0.21677718563428663,-0.388156083214049,-0.3907179309115497,-0.4037726889026006,-0.42943661973350533,-0.45723507454584844,-0.478344666516928,-0.48848719202065494,-0.4907561439484134,-0.4883182708611551,-0.434991360876042,0.16300182767811439,0.20452869741594865,0.08179761599305897,0.15841999567114123,-0.7732938132161006,-0.7690458738606809,-0.6836579814836578,-0.6855746651134035,-0.4243516190446317,-0.42539059024606807,-0.7115616746969269,-0.7168050592219004,-0.4726827497339188,-0.4955376882208459,-0.43543322813152857,-0.19740224799281642,-0.25712655745067825,-0.3013685267465985,0.41427276730726126,-0.2592387457576237,-0.23874950940394338,-0.2616399375876032,-0.2900913308001893,-0.3013685267465985,-0.2946654527989561,-0.2772662636275521,-0.2550299274210212,-0.23139807477397378,-0.26327435235987545,0.42326861801402843,0.03367998258919815,-0.08035789678743353,0.4790366920398681,0.8769192203944918,0.8657635954855284,0.6365433401358509,0.6243576922348253,0.9836186360265833,0.9793336067783425,0.7059816905938671,0.7052611340641697,1.0,0.996857810264775,0.4496354315139569,0.4153078559639649,0.27437134467849544,0.2232630662557872,0.24465740706320138,0.2451415971377803,0.2509852104568961,0.27437134467849544,0.3080105491429988,0.3409011258308916,0.37376268003565083,0.40214842092893194,0.32658233524975155
sd__norm_shann_capture_w,-0.49841805217285706,-0.48158242042173194,-0.462357927331856,-0.17901592652972995,-0.37653871158323904,-0.3836699745521378,-0.40179714227909075,-0.4314921422004917,-0.462357927331856,-0.48599200365515566,-0.4984084027925294,-0.502645063796257,-0.5019116882276349,-0.45734581446597383,0.1168464836398972,0.16835982365606875,0.07525477868883179,0.11685103676584675,-0.7484794694296495,-0.7431153704987374,-0.6649434610590044,-0.6663668544263304,-0.37002377654188556,-0.371241602104272,-0.6937713484172623,-0.6978585272458849,-0.4207189075699961,-0.4443326356109758,-0.46774046872179226,-0.23673135852811017,-0.2869593304996972,-0.33206157978823,0.38073275674987644,-0.2658229237136044,-0.255652671226999,-0.2852213074972981,-0.3177315739427891,-0.33206157978823,-0.3277726576387366,-0.3124223598725172,-0.2917176273266687,-0.2694194903918078,-0.3035332617009785,0.3776695171692162,-0.0013763631930400295,-0.11243110574135037,0.4428964209856711,0.8639410096979139,0.8578956024483393,0.6062943803972874,0.5958697136146478,0.9722124668444213,0.9708397778134695,0.6873165528633318,0.6941077525062832,0.996857810264775,1.0,0.39865807415203347,0.36262689686413463,0.21710690045942183,0.17393268216003294,0.19212431314034065,0.19016353871728778,0.19433135170133506,0.21710690045942183,0.2510834059919344,0.28486208104147714,0.3189278852436853,0.34870363926395176,0.2746115685821292
cv__chm,-0.24347958805728825,-0.3542783489083745,-0.3747825235522631,-0.6303576680033935,-0.4396042625637736,-0.4378230663072839,-0.4177435593532309,-0.3951556616722665,-0.3747825235522631,-0.3534530217301827,-0.3282643992982836,-0.30151428713329004,-0.27532232101306764,-0.15434923856709631,0.5400667893189274,0.6392505458141072,-0.051049709485470066,0.5266944830009873,-0.6139365879951587,-0.625685655475478,-0.5845687837175397,-0.5836752115482776,-0.8183533399412106,-0.8063194917246094,-0.5776171204267997,-0.5863186251711772,-0.8079031239724754,-0.8022534700175042,0.13247935990642234,0.3917019723954611,0.1891611218589269,0.13792829265904374,0.5671942056059165,-0.19407452309763054,-0.06635895589848562,0.022446446599965454,0.08307177119041709,0.13792829265904374,0.19133542397522155,0.24358889957563604,0.29057831170755183,0.33690991515812296,0.29685242985946186,0.6133097437693388,0.31283096445658465,0.13880309614560027,0.5581254704564985,0.6251884723589254,0.5767372504430675,0.5795140522110179,0.5913177106158505,0.5404024102837712,0.5366745616466706,0.47789658837271914,0.4154651849845832,0.4496354315139569,0.39865807415203347,1.0,0.972335758066579,0.9102660105903492,0.5703566033314058,0.7042069457322202,0.7985334720250408,0.8630952321573121,0.9102660105903492,0.944469860456752,0.9682420080269961,0.9842653353196912,0.9947362285759765,0.9528585255074509
cv__veg_height_mean,-0.1792023617069434,-0.3156790446945977,-0.33625383424946614,-0.7022253520002604,-0.48005448255659655,-0.45429838148291446,-0.41051144165972847,-0.36947224614240187,-0.33625383424946614,-0.30678805377147617,-0.27592576201086116,-0.24487944995018368,-0.21464786028276955,-0.05926800962511548,0.6808347480392611,0.6759436372686621,-0.052564677978348566,0.6524558882999733,-0.6310569942975756,-0.6489399741168905,-0.5624289527369828,-0.5631524893714359,-0.834063801124473,-0.8234788802223464,-0.5753071015285809,-0.5898994320401811,-0.8491088563802578,-0.8473478282479044,0.15869897578907247,0.42417321468085706,0.24589198562282194,0.2153027843654293,0.6560780090093902,-0.14004036990845523,0.01177284865682929,0.10734431282740295,0.16620718564832795,0.2153027843654293,0.2610869969560313,0.3051901645393187,0.3440087768253186,0.3814338230520878,0.35829001903219493,0.7407197405707996,0.4081406485902918,0.22198859081702352,0.6735271506317353,0.6435128112479723,0.6013222517532791,0.6117582235063348,0.6184835986527243,0.5155231702844801,0.5056912254255705,0.4958854732206424,0.4319886216681145,0.4153078559639649,0.36262689686413463,0.972335758066579,1.0,0.9715772253896144,0.7160795320263316,0.83441775214099,0.9068707137278854,0.9477313567851446,0.9715772253896144,0.9852638372010204,0.9912055607255285,0.9914302752116577,0.9862219075543095,0.9228960236021875
cv__veg_height_median,-0.08060352528419328,-0.24612188355523992,-0.2720611265374815,-0.7661323124333325,-0.48565753294861247,-0.4490673414630035,-0.387247443915937,-0.3245481914616903,-0.2720611265374815,-0.22871187519616584,-0.18910672239296747,-0.15282887417176078,-0.11882030552714863,0.06329789372746385,0.7871853124890493,0.7353382945099061,-0.11107063707199437,0.7536876465331462,-0.5560836160504684,-0.5788271945070871,-0.4698418206358529,-0.4700630516770937,-0.8023974536699646,-0.7905062280410243,-0.49468463704563426,-0.5128660238593987,-0.8324264503977291,-0.8310534798000873,0.2270442597813427,0.4670074848068572,0.29870451264911996,0.29978208445240956,0.6541715081040987,-0.12271131142344344,0.0509025667539794,0.16913411382677968,0.24464398973424906,0.29978208445240956,0.34335900286081733,0.3806325608712369,0.4107888388322132,0.4382123850606579,0.4324747467096211,0.7654929992876243,0.4501050744636312,0.26398378281180596,0.6716532951776527,0.5372070844845046,0.4962099716976722,0.559225121071663,0.5621951647231214,0.390045516585439,0.37574627453358495,0.4157713308165634,0.34599223252256833,0.27437134467849544,0.21710690045942183,0.9102660105903492,0.9715772253896144,1.0,0.7768563179165633,0.8913045579508384,0.9601323300113219,0.9921578451243974,1.0,0.9948454583972156,0.9826790184814793,0.9661278887290013,0.9448268148633628,0.8670957811575479
cv__veg_height_q10,0.09813182612116031,-0.0504037340277039,-0.04910563782382098,-0.6188487587038863,-0.43921175256488304,-0.3071893476315851,-0.1819489147101998,-0.10009119692104991,-0.04910563782382098,-0.014514202136652112,0.015492961840375373,0.043134483033618276,0.06957218486863297,0.2751603027465133,0.8535071207127272,0.4482106502931814,0.004909827077233736,0.7857953959769903,-0.4910795229401653,-0.5197442462037695,-0.30290355614272424,-0.30750814141157384,-0.6238890237833574,-0.6195425833916557,-0.37055288619811866,-0.3992335011925888,-0.710543077822608,-0.7216661611989559,0.23497996233765225,0.4130537707894837,0.3533278191921708,0.38016211778940806,0.6740852977732626,0.10914367016743433,0.3022011542816855,0.3684402122352179,0.37717394895423845,0.38016211778940806,0.3859680750062582,0.3951700173306346,0.4023245484444422,0.40794611561192123,0.44594625687250056,0.8961144942414485,0.5497317970665897,0.42173596156446697,0.8137043815312269,0.5042132589286097,0.4967224558216005,0.5714199750818951,0.5559638916826576,0.32041976337622025,0.29045981380520836,0.4495232367165037,0.39145872269542903,0.2232630662557872,0.17393268216003294,0.5703566033314058,0.7160795320263316,0.7768563179165633,1.0,0.9677284812365746,0.9029250932835775,0.8347571338195451,0.7768563179165633,0.7299860057699149,0.6907859373219634,0.6547637237876456,0.6175862885833493,0.5215116794059018
cv__veg_height_q20,0.05346196917147606,-0.10849623037356539,-0.11820505372501183,-0.687429413317982,-0.46061974922900095,-0.36210278878957575,-0.2550577645446328,-0.17434509811389745,-0.11820505372501183,-0.07750339883012557,-0.04199663782120771,-0.009742937328691149,0.020726558622151496,0.2282683892838969,0.8716277121381545,0.5657018785434853,-0.032842114578395414,0.809663199391399,-0.5232356932171691,-0.5523553977281913,-0.38053412996662234,-0.38362945174053625,-0.7266230921667652,-0.7190708551734102,-0.4360869685669156,-0.4625950830495156,-0.7971674099837498,-0.8042917060997729,0.2519813916605259,0.4631526516214431,0.3688845001417349,0.39122253692224607,0.7162012829190687,0.051364096539151395,0.2466712917067778,0.33669150565256833,0.3705176387482428,0.39122253692224607,0.4090464314357253,0.42649918624432787,0.44025635349240916,0.45192565872600016,0.48051648652894197,0.8976334080539704,0.5631482080431098,0.40012074564930755,0.8149324440464328,0.5356132226514178,0.5191362459642824,0.5882874041830539,0.5826465868157197,0.35117642540630656,0.3284321904816735,0.45435358371983847,0.3918703174939942,0.24465740706320138,0.19212431314034065,0.7042069457322202,0.83441775214099,0.8913045579508384,0.9677284812365746,1.0,0.9791205529490705,0.9357935368499509,0.8913045579508386,0.8519717194561208,0.8173468691052186,0.7845796512414062,0.7498858201117578,0.6584119887162599
cv__veg_height_q30,0.010536223921135908,-0.1593351337853638,-0.17733507347910152,-0.738003038960868,-0.47493511091507495,-0.40436494980035753,-0.31433169694960394,-0.2363904083150695,-0.17733507347910152,-0.13251194903023236,-0.09339224249733476,-0.058242210297941056,-0.02525444601204111,0.1779604736906276,0.8612648011730959,0.6579609064621733,-0.07755909144206354,0.809954850337527,-0.5341147137004243,-0.5617456655296197,-0.4174033931600512,-0.41914931940165495,-0.7718683157115508,-0.761999870040843,-0.46180235983661455,-0.48533765797845485,-0.8276950118462445,-0.830975880977286,0.25547012640871714,0.4814496315916122,0.3559748542596831,0.37512243341621865,0.7079412101744444,-0.020270255720096917,0.1716056286153907,0.28107191505823903,0.3379554891723652,0.37512243341621865,0.40369954719466766,0.4284360387940389,0.44787656897609046,0.46477216597170706,0.48180055209713313,0.8561742844573063,0.5355556378615852,0.35481293534707814,0.7676181668570559,0.5333139486179824,0.5066181843944434,0.5781504111646342,0.5768062217818738,0.358166843453792,0.3390953613659404,0.4357636796260521,0.3697348454260954,0.2451415971377803,0.19016353871728778,0.7985334720250408,0.9068707137278854,0.9601323300113219,0.9029250932835775,0.9791205529490705,1.0,0.9866415904892063,0.9601323300113219,0.9312208635805308,0.9027784425557891,0.8741437675165956,0.8425453367165294,0.7542120925550689
cv__veg_height_q40,-0.03536601864451369,-0.20645101078265904,-0.2297841344246956,-0.7657985446821448,-0.4853000821177117,-0.43457145111844486,-0.3594181544887044,-0.2875999881791574,-0.2297841344246956,-0.18399511645407127,-0.14347120636857616,-0.10700687495800547,-0.07292995156687833,0.1216113234747703,0.8320316721811377,0.7159270771409106,-0.10862852941232355,0.7913435581948133,-0.5429238679110665,-0.568179178268729,-0.4427217383086211,-0.4434639686473607,-0.7907090831729955,-0.7794077053806013,-0.47694062074333815,-0.497600386846492,-0.8331118978851391,-0.8335759241022109,0.24429613914295575,0.47724434355331663,0.3272991756710998,0.3397536292250405,0.6808655367357823,-0.08218410218209347,0.10193456668371999,0.22027013249046368,0.2909723246103435,0.3397536292250405,0.3769548834327595,0.40824694872043443,0.4330036178168139,0.4549782657295473,0.46004148483025964,0.8068176241982014,0.49011904420510594,0.30284292803550544,0.7134313247971484,0.5287867768617525,0.49348543689890895,0.5633323546131968,0.5643261814403739,0.36728561055388464,0.3507167999674024,0.4174871949222306,0.3488690954600024,0.2509852104568961,0.19433135170133506,0.8630952321573121,0.9477313567851446,0.9921578451243974,0.8347571338195451,0.9357935368499509,0.9866415904892063,1.0,0.9921578451243974,0.9752038579211331,0.9543774788238392,0.9310754359304797,0.903781272748917,0.8191790840363462
cv__veg_height_q50,-0.08060352528419328,-0.24612188355523992,-0.2720611265374815,-0.7661323124333325,-0.48565753294861247,-0.4490673414630035,-0.387247443915937,-0.3245481914616903,-0.2720611265374815,-0.22871187519616584,-0.18910672239296747,-0.15282887417176078,-0.11882030552714863,0.06329789372746385,0.7871853124890493,0.7353382945099061,-0.11107063707199437,0.7536876465331462,-0.5560836160504684,-0.5788271945070871,-0.4698418206358529,-0.4700630516770937,-0.8023974536699646,-0.7905062280410243,-0.49468463704563426,-0.5128660238593987,-0.8324264503977291,-0.8310534798000873,0.2270442597813427,0.4670074848068572,0.29870451264911996,0.29978208445240956,0.6541715081040987,-0.12271131142344344,0.0509025667539794,0.16913411382677968,0.24464398973424906,0.29978208445240956,0.34335900286081733,0.3806325608712369,0.4107888388322132,0.4382123850606579,0.4324747467096211,0.7654929992876243,0.4501050744636312,0.26398378281180596,0.6716532951776527,0.5372070844845046,0.4962099716976722,0.559225121071663,0.5621951647231214,0.390045516585439,0.37574627453358495,0.4157713308165634,0.34599223252256833,0.27437134467849544,0.21710690045942183,0.9102660105903492,0.9715772253896144,1.0,0.7768563179165633,0.8913045579508386,0.9601323300113219,0.9921578451243974,1.0,0.9948454583972156,0.9826790184814793,0.9661278887290013,0.9448268148633628,0.8670957811575479
cv__veg_height_q60,-0.11913197803923498,-0.275189274996607,-0.30144197785056676,-0.7489283228874778,-0.47828106045216534,-0.45146161149094693,-0.4004808202187717,-0.347084860036721,-0.30144197785056676,-0.26234602214584396,-0.2251459005559971,-0.19014149008242712,-0.15703622775371812,0.011837324110575186,0.7376409510818547,0.7290559411829747,-0.09562365676934181,0.7083946009514098,-0.5715879596146095,-0.5919704481188929,-0.4971781678639013,-0.4972824686494188,-0.8120246369764649,-0.8001591040867642,-0.5137902511503196,-0.529885635613387,-0.8311891446656221,-0.8285717993018097,0.20906563507881235,0.4556503924584973,0.275381393573778,0.2642251733802615,0.6352881240730612,-0.14530491400127843,0.017834954636416513,0.13168576966489834,0.20673929875034283,0.2642251733802615,0.3117579202180203,0.3536477565928191,0.38842359917832164,0.4206855804564213,0.40613475396669196,0.7339861202948462,0.42245961416171685,0.23942642950283968,0.6441822964340563,0.5549585158874089,0.510727741959924,0.5642070760108526,0.5687116041133595,0.42034883595005607,0.40790089625108933,0.427188607733543,0.35763891593784486,0.3080105491429988,0.2510834059919344,0.944469860456752,0.9852638372010204,0.9948454583972156,0.7299860057699149,0.8519717194561208,0.9312208635805308,0.9752038579211331,0.9948454583972156,1.0,0.9962505504214199,0.9867073756656656,0.9718135767274355,0.9026283697200425
cv__veg_height_q70,-0.15016933509243244,-0.29596119747649896,-0.3213913385657575,-0.7244609254552544,-0.46828864461613084,-0.4483946682994813,-0.4058398786376637,-0.3605340191323291,-0.3213913385657575,-0.28672487652462714,-0.25232837723961377,-0.21901095896317602,-0.1871923488943337,-0.030523870340971954,0.6897727917777211,0.7117559876266474,-0.07879154412347693,0.6638342559551085,-0.5835621331771583,-0.6018099342364276,-0.5198086315951713,-0.5197926705615745,-0.8183547973365298,-0.8065491067612168,-0.52963605865383,-0.5439042538814324,-0.8286500150542228,-0.8250271431891093,0.19370626321417317,0.44520265065059916,0.25689630562092436,0.23469932272999655,0.6206098740557116,-0.1585447523360101,-0.0044614085224459355,0.10402132098359887,0.1767142226219435,0.23469932272999655,0.2847149723994884,0.33009162626249056,0.36860744434152,0.40489355958386614,0.38318956879479105,0.7063898851373259,0.4004703477203738,0.22008742021713806,0.623270424279088,0.5726397983203049,0.5267309868049852,0.5702424197305355,0.5762312111431439,0.4488404410525118,0.43811589180780564,0.44084939331303674,0.37234191046326354,0.3409011258308916,0.28486208104147714,0.9682420080269961,0.9912055607255285,0.9826790184814793,0.6907859373219634,0.8173468691052186,0.9027784425557891,0.9543774788238392,0.9826790184814793,0.9962505504214199,1.0,0.996998086052375,0.9882581904290951,0.9272032603526094
cv__veg_height_q80,-0.17633050050575086,-0.312257681199452,-0.33648318991808424,-0.6990556218017803,-0.4584322326901729,-0.4440620749107014,-0.4083962740352256,-0.3699446698014879,-0.33648318991808424,-0.305837279294658,-0.27411982650733796,-0.24257183710127656,-0.212183244043411,-0.06632017368603058,0.6459141829267607,0.6924889841829002,-0.06630714682752009,0.6232262364597309,-0.5932705000136267,-0.609564083505834,-0.5396648069720649,-0.5394644259132518,-0.8222137041043285,-0.810394498580767,-0.5437834027338505,-0.5563978561961235,-0.8251931420504468,-0.8207828908270185,0.17913562297964494,0.43462554854871027,0.24097425553921534,0.2093739130319307,0.6090353125080182,-0.1675337818339822,-0.021214785482501112,0.08197882867414884,0.15175430304559623,0.2093739130319307,0.26091627302381565,0.3088240334967433,0.3502628041348045,0.38981627827187676,0.3618189383368703,0.681167045553839,0.3799863134205287,0.20050400338781996,0.6061269336781048,0.5893443089955049,0.542406238569447,0.5764289537632236,0.5840889924168225,0.47696857862535474,0.4680847202197965,0.45499494186471756,0.3880176476319425,0.37376268003565083,0.3189278852436853,0.9842653353196912,0.9914302752116577,0.9661278887290013,0.6547637237876456,0.7845796512414062,0.8741437675165956,0.9310754359304797,0.9661278887290013,0.9867073756656656,0.996998086052375,1.0,0.9970556028413744,0.9423737726330854
cv__veg_height_q90,-0.20267680209090608,-0.3280097700909605,-0.3508842593191489,-0.6701650533344885,-0.4477743452924821,-0.438856171261244,-0.4101040558874011,-0.3786329425901066,-0.3508842593191489,-0.3242540482663892,-0.2952866149416629,-0.26569579223237877,-0.23700732166074762,-0.10245792025819483,0.5993829230789537,0.6699255865604024,-0.057175429075740254,0.5805470175439871,-0.5986612548575825,-0.6129960754990404,-0.5565773428689432,-0.5561290363955282,-0.8218998468217062,-0.8100307806623254,-0.5549877809682919,-0.5658669638418209,-0.8176038181430073,-0.8123687980903567,0.1642218913157704,0.42128759403762595,0.2229477140425506,0.18209003080465483,0.5913694870124864,-0.17645560625679782,-0.03827728529978748,0.05898149659307607,0.12522120275132648,0.18209003080465483,0.23484709666038645,0.2850058378563643,0.32915338981391357,0.37191793247313376,0.33814179303564357,0.6514445605723765,0.3539609993345417,0.17700535535744996,0.5844748555770831,0.6018121608134042,0.5539353156041349,0.5775698088692114,0.587173759401305,0.5003237669946075,0.4935968679949049,0.46408164507022587,0.3987699894484522,0.40214842092893194,0.34870363926395176,0.9947362285759765,0.9862219075543095,0.9448268148633628,0.6175862885833493,0.7498858201117578,0.8425453367165294,0.903781272748917,0.9448268148633628,0.9718135767274355,0.9882581904290951,0.9970556028413744,1.0,0.9518388474016634
cv__veg_height_sd,-0.14791634918212118,-0.22878634431936484,-0.2531318286464602,-0.45355732726256337,-0.24581564037174797,-0.26214170073362414,-0.26293393853188646,-0.2592090169253673,-0.2531318286464602,-0.24185185060855682,-0.22319950091680132,-0.2004457851887876,-0.17710134289324325,-0.10528927534897423,0.41765945818840267,0.47131077035692276,0.15411158060841287,0.37704533917586075,-0.49430031968463123,-0.5071160024407285,-0.49307549754936764,-0.4968291156142092,-0.814786568058512,-0.8093842370081181,-0.46916591743114205,-0.4771583970125086,-0.7772884396824042,-0.7652080875281618,0.22856450688433885,0.4493396979726216,0.25848569265696225,0.18997656859742285,0.5278329661906178,-0.0641605322522429,0.020953669169595984,0.08844914972541598,0.13885331721498007,0.18997656859742285,0.24282122792139485,0.2962078109243667,0.3446948899572248,0.39261394734285104,0.3723628827790151,0.5815174967216719,0.43487520451664674,0.32236515359046947,0.529484410081424,0.5160086653412441,0.46866141260626315,0.5527385701458054,0.5589228558538748,0.4129453182654073,0.4007948890266421,0.45117008864412245,0.388669029587683,0.32658233524975155,0.2746115685821292,0.9528585255074509,0.9228960236021875,0.8670957811575479,0.5215116794059018,0.6584119887162599,0.7542120925550689,0.8191790840363462,0.8670957811575479,0.9026283697200425,0.9272032603526094,0.9423737726330854,0.9518388474016634,1.0
