site_plot_id,field_groundstorey,field_understorey,field_midstorey,field_upperstorey,groundstorey_rel_density,groundstorey_rel_density_w,groundstorey_capture,groundstorey_capture_w,understorey_rel_density,understorey_rel_density_w,understorey_capture,understorey_capture_w,midstorey_rel_density,midstorey_rel_density_w,midstorey_capture,midstorey_capture_w,upperstorey_rel_density,upperstorey_rel_density_w,upperstorey_capture,upperstorey_capture_w
NRY_Y_15_P4,49.0,0.0,0.0,21.0,36.2455534957366,37.58197221458733,55.49920167672969,56.747454005898604,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.7559305914825,33.35627097883498,34.7559305914825,33.35627097883498
NRY_Y_15_P5,28.0,0.0,0.0,23.0,44.81145387688574,46.22316822190211,59.454022228925126,60.11468340724252,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.841195279142177,21.09596488768029,22.841195279142177,21.09596488768029
PPO_O_05_P1,5.0,4.0,0.0,24.0,3.998055489307565,3.5613599269421323,24.222132665609468,24.17741861882006,4.116252848459548,3.1152229959601714,20.873863054984692,19.294492355237733,0.0,0.0,0.0,0.0,79.42805181006143,82.41039027882373,79.42805181006143,82.41039027882373
PPO_O_05_P2,4.0,6.0,0.0,38.0,3.619859893285525,3.3767821486425285,19.709299511785467,19.76065599266575,3.7256363912219372,2.745811967119374,18.818084242280946,17.228253062967134,0.0,0.0,0.0,0.0,78.72176018898891,81.34107046367731,78.72176018898891,81.34107046367734
PPO_O_05_P3,4.0,14.0,0.0,29.0,5.986711909748883,5.9054683503767045,28.82763068106888,28.75479677565193,3.6978088848073583,2.975885605377647,16.243491329602282,14.639236507147906,0.0,0.0,0.0,0.0,76.08397367869803,77.47164317787592,76.08397367869803,77.47164317787592
PPO_O_05_P4,9.0,8.0,0.0,18.0,10.841697353787197,11.231702570746085,38.93415008242095,39.26515717294214,7.750590983782215,6.934748583839492,23.924592855746514,22.26443106719299,0.0,0.0,0.0,0.0,69.38455326320754,70.20492138247515,69.38455326320754,70.20492138247516
PPO_O_05_P5,10.0,6.0,11.0,29.0,3.604346694596329,3.4163112454865265,24.379464302972885,24.225885714447877,3.2218139556186456,2.410631293281363,20.419231289564078,18.75138783185153,0.0,0.0,0.0,0.0,82.65302139815373,84.18758554788562,82.65302139815373,84.18758554788562
PPO_O_09_P1,20.0,18.0,62.0,25.0,7.1276455335106235,7.621565720326637,31.190903203769853,31.462415118729393,2.3899912241625336,1.9896927140541083,9.745771876112814,8.57331107067482,4.442540127662483,4.02985945420492,11.804647678632886,10.355405989582643,71.74802013679061,71.26737795938438,71.74802013679061,71.26737795938438
PPO_O_09_P2,9.0,6.0,8.0,35.0,7.607010231039364,7.899392468632784,34.71396594660055,35.046094285000265,1.7766065416314658,1.371504834723932,9.05866166501719,7.624159380411279,0.0,0.0,0.0,0.0,79.11923186243979,79.45096415699562,79.11923186243979,79.45096415699562
PPO_O_09_P3,4.0,3.0,8.0,49.0,3.9358025259505416,3.7701692024402678,24.530079809236064,24.458585298203417,1.2042006163284087,0.890827951485221,8.443159371282851,7.146064641767386,0.0,0.0,0.0,0.0,83.14927483274445,84.28333761746737,83.14927483274445,84.28333761746738
PPO_O_09_P4,15.0,2.0,0.0,55.0,4.541218450495276,4.4412933168574735,26.17663073669272,26.301450590219595,1.2781849907463623,0.9586975009417573,7.733688582157576,6.43796793393015,0.0,0.0,0.0,0.0,81.4393873582455,82.44763021769566,81.4393873582455,82.44763021769566
PPO_O_09_P5,3.0,7.0,0.0,47.0,4.043952791645874,3.9725172907382507,23.308347334354316,23.50213158190234,1.7097274957584452,1.2968734029206077,9.42153623639359,8.092657770688634,0.0,0.0,0.0,0.0,81.96751182336934,83.125263917418,81.96751182336935,83.125263917418
PPO_Y_07_P1,1.0,18.0,0.0,35.0,1.742345131127628,1.4165499941702286,25.061298448433984,25.02905970527816,0.9205900010022975,0.6290023284564247,10.22198496950727,9.569414063124064,0.0,0.0,0.0,0.0,91.36960052254625,92.78750918021541,91.36960052254625,92.78750918021541
PPO_Y_07_P2,3.0,26.0,0.0,58.0,1.7790680457211554,1.4789197712665827,24.664468465032197,24.387981609050556,0.9839020122199634,0.6691390610322853,11.549118092469213,10.853970279741631,0.0,0.0,0.0,0.0,90.94463470735627,92.56838941531254,90.94463470735627,92.56838941531254
PPO_Y_07_P3,1.0,17.0,0.0,18.0,1.6433491724026736,1.3554808889569412,23.670692618443447,23.640353460863363,1.255228875202385,0.8919062980068507,14.293954415101831,13.513415243391048,0.0,0.0,0.0,0.0,90.85289332452065,92.50906932443534,90.85289332452065,92.50906932443534
PPO_Y_07_P4,1.0,10.0,0.0,40.0,2.034408486925026,1.7541601728195018,26.438678344549515,26.36084100653015,1.4509670280152784,1.0540075784810483,14.81150835285003,13.924470945480497,0.0,0.0,0.0,0.0,89.44271966674452,90.729984177709,89.44271966674452,90.729984177709
PPO_Y_07_P5,3.0,14.0,0.0,56.0,1.5674765009039453,1.2339701877866391,22.118302058441653,22.00288896581414,1.015442146639889,0.6718303616604905,11.535618977454053,10.603417011074363,0.0,0.0,0.0,0.0,90.46400776598414,92.1550153411922,90.46400776598414,92.1550153411922
PPO_Y_09_P1,4.0,3.0,53.0,3.0,12.38202982431967,12.424087010477141,44.57173388992863,44.609368559328146,8.012426797259584,7.212013988330796,31.09792227066292,30.346111338747335,27.45665054599376,27.180604429902473,52.114991662181666,52.685657943883555,39.79613122947408,40.90881089572373,39.79613122947408,40.90881089572373
PPO_Y_09_P2,7.0,4.0,0.0,7.0,14.167055209013531,14.445787067446123,39.39986338937145,39.318325983986355,6.163740746494423,5.268067549529022,21.27891467186755,19.746917833936163,16.96892434125091,15.751743113898547,36.09171659274831,35.54613485288186,43.10243175849081,44.41059692381772,43.10243175849081,44.41059692381772
PPO_Y_09_P3,27.0,9.0,4.0,8.0,16.22552911238492,16.697837191708807,44.89032826956586,44.81219664123411,5.1775151076833055,4.387245147239522,17.945563338372683,16.349402933370023,15.134055607551877,14.008022740586867,33.43701562616417,32.37126970198032,45.69475141536011,46.7853109881269,45.69475141536011,46.7853109881269
PPO_Y_09_P4,9.0,12.0,23.0,10.0,15.318893399922507,16.002651475992167,40.51152548623102,40.50553018653621,4.449269702401973,3.748741954500477,15.497293139925134,13.876834408558716,11.143938652015722,9.584610106995738,29.204069631646373,27.39326005618605,49.52450678248023,50.42194744219406,49.52450678248023,50.42194744219406
PPO_Y_09_P5,29.0,22.0,14.0,7.0,12.241104370901807,12.801019938923627,35.56378075875106,35.39067884886145,4.019071119436871,3.4089992383187946,14.502862020529694,13.014436721050219,10.266178229652567,9.105188406975035,23.982201647325184,21.995718337869476,46.45326279152104,46.19368470696578,46.45326279152104,46.19368470696578
PPO_Y_13_P1,20.0,0.0,0.0,35.0,5.0371091068639515,4.471255111930084,40.87132919237712,40.69114718207788,2.759368306315309,1.981493610411501,15.415672983105372,13.487743178413039,8.803167729211275,6.377392613759862,36.39473634990219,33.99929759261858,74.83759014798028,79.09734040475206,74.83759014798028,79.09734040475205
